01,b03202007,0.81502625
02,b03505028,0.8140678975
03,b03901124,0.8125608926
04,b01901081,0.8099267237
05,b03901095,0.80988411
06,b03901022,0.8097550948
07,b03501032,0.8095849256
08,b03901191,0.80915992
09,b03901068,0.809133906
10,b03901134,0.8089281821
11,b03901041,0.80815821
12,b04901040,0.8072830635
13,b03901154,0.8059870269
14,b04901164,0.805588219
15,b03901127,0.8046796972
16,b04901081,0.8044979342
17,b03505003,0.8038607271
18,b04901091,0.8030635523
19,b02901014,0.80272069
20,b03203048,0.8023751152
21,b02901130,0.8018215525
22,b04611038,0.8013914654
23,b03505004,0.801013868
24,b03901155,0.8008981041
25,b03901008,0.8008745913
26,b03901133,0.7997933436
27,b03611003,0.799649604
28,b04901005,0.7990231636
29,b04901125,0.7977226688
30,b03901002,0.7968052772
31,b03505027,0.7967697896
32,b03505006,0.7965431806
33,b03901031,0.795585602
34,b03901162,0.79390393
35,b03901097,0.7918873103
36,b03901119,0.7918216261
37,b03901093,0.7918050327
38,b03901052,0.7906195566
39,b03901037,0.7895230504
40,b03611032,0.7894712096
41,b03901156,0.78863022
42,b03901078,0.7871935
43,b03901009,0.7862257598
44,b03901036,0.7852224261
45,b03901032,0.7845759249
46,b03901055,0.7845263215
47,b03901018,0.7844246699
48,b03901084,0.784036483
49,b03901111,0.7821739765
50,b03901172,0.77746658
51,b02502034,0.77737963
52,b03901066,0.7748195331
53,b03901015,0.7705958952
54,b03901087,0.77049497
55,b03602005,0.7571355855
56,b03901129,0.7227199479
57,b03901053,0.70538578
58,b03901125,0.23328329
59,b04901063,0
